Word,Count
*,262
the,168
to,97
,80
of,58
and,46
a,45
on,41
UI,36
fragment,31
by,30
in,28
that,27
this,26
for,26
is,22
Created,22
TODO:,21
activity,21
bar,20
Set,20
with,18
item,15
This,15
{@link,14
be,14
RequestQueue,14
new,13
value,13
method,13
Rename,12
display,12
Add,12
an,12
are,12
will,12
from,12
system,12
Adding,11
provided,11
pc,11
interaction,11
as,11
Android,11
delay,11
A,10
after,10
action,10
string,10
download,10
Toolbar,10
parameters,9
user,9
private,9
change,9
URL,9
their,9
response,9
request,9
final,9
case,9
=,9
drawer,9
break;,9
if,9
21/12/2017,9
layout,9
Request,9
navigation,9
screen,8
clicks,8
Bilguun,8
summary,8
The,8
31/10/17,8
or,8
argument,8
<a,8
status,8
SimplifiableIfStatement,7
String[],7
interface,7
noinspection,7
Execute,7
behavior,7
async,7
settings,7
reflect,7
controls,7
values,7
type,6
has,6
Navigation,6
API,6
Inflate,6
information,6
milliseconds,6
See,6
},6
you,6
up,6
handle,6
{,6
number,6
summaries,6
types,6
preferences,6
menu,6
Tabs,6
must,5
task,5
constructor,5
It,5
listener,5
Instantiate,5
fragments,5
update,5
available,5
License,5
hide(),5
use,5
other,5
instance,5
shows,5
contain,5
name,5
more,5
view,5
here,5
updated,5
preference's,5
its,5
when,5
list,5
<p>,5
parameter,5
Home/Up,4
Button,4
interacting,4
result,4
runnable,4
initialization,4
activities,4
When,4
sample,4
potentially,4
Delayed,4
automatically,4
Action,4
contained,4
any,4
\"\http://developer.android.com/training/basics/fragments/communicating.html"\\,4
guidelines,4
AndroidManifest.xml,4
communicated,4
href=,4
lesson,4
\button,\,4
elements,4
Training,4
Schedule,4
Use,4
parent,4
devices,4
inside,4
Update,4
Main,4
Fragments</a>,4
not,4
empty,4
Other,4
data,4
hiding,4
implemented,4
so,4
For,4
Parameter,4
names,4
specify,4
long,4
ViewPager,4
@param,4
under,4
Handle,4
allow,4
>Communicating,4
used,4
items,4
into,4
recycler,3
click,3
Card,3
only,3
ARG_ITEM_NUMBER,3
EditText/List/Dialog/Ringtone,3
Adapter,3
\params.put("\Content-Type"\,"\application/x-www-form-urlencoded"\);\,3
RecyclerView,3
state,3
trigger,3
some,3
@see,3
per,3
memory,3
before,3
needs,3
class,3
mGamePictures;,3
create,3
while,3
going,3
factory,3
e.g,3
do,3
jarring,3
checked,3
been,3
exception,3
at,3
network,3
0:,3
hook,3
Bind,3
Drawable[],3
numbers,3
preference,3
public,3
Design,3
\arguments,\,3
login,3
each,3
mGameNames;,3
switch,3
!=,3
icon,3
Setting,3
Arcstone,3
Click,3
updates,3
\change,\,3
choose,3
\method,\,3
Trigger,3
Snackbar,3
An,3
mGameDescs;,3
1:,3
event,3
match,3
\value,\,3
away,3
thread,3
Customize,3
prevent,3
Show,3
using,3
Create,3
2:,3
Required,3
which,3
showing,3
calls,3
inlfate,3
two-pane,3
scheduled,3
call,3
(gamePeriodModel.status),3
Closing,3
card,3
\parameters,\,3
If,3
\preferences,\,3
immediately,2
main,2
rnd_information_layout.setVisibility(View.VISIBLE);,2
On,2
null,2
documentation</a>,2
\them,\,2
full-screen,2
nothing,2
app,2
operation,2
simple,2
#AUTO_HIDE_DELAY_MILLIS},2
upon,2
Activity,2
they,2
called,2
kilobytes,2
widget,2
manually,2
Replace,2
ringtone,2
extra-large,2
<p/>,2
navigation/system,2
Note,2
\created,\,2
Some,2
\test,\,2
canceling,2
constants,2
setupViewPager(viewPager);,2
Cancel,2
device,2
marketing_information_layout.setVisibility(View.VISIBLE);,2
#AUTO_HIDE},2
1,2
example,2
param2,2
Indicates,2
financeInfoLayout.setVisibility(View.VISIBLE);,2
Whether,2
initial,2
(the,2
inlined,2
can,2
execute,2
previously,2
look,2
should,2
OnListFragmentInteractionListener},2
(KitKat),2
(Jelly,2
Helper,2
distributed,2
30-Jan-17,2
compile-time,2
AsyncTask,2
(dummy),2
Clear,2
either,2
Hide,2
marketing_decisions_layout.setVisibility(View.GONE);,2
hides,2
all,2
\milliseconds,\,2
Fragments,2
representing,2
{@inheritDoc},2
show,2
2,2
wait,2
earlier,2
older,2
callbacks,2
hide,2
param1,2
your,2
safe,2
(i.e,2
background,2
Activities,2
these,2
small,2
cache,2
in-layout,2
Touch,2
shortly,2
between,2
Schedules,2
hint,2
Bean),2
content,2
implement,2
correct,2
removal,2
bar),2
remove,2
19,2
auto-hidden,2
||,2
set,2
\href="\http://d.android.com/tools/testing"\>Testing\,2
briefly,2
16,2
\set,\,2
rnd_decisions_layout.setVisibility(View.GONE);,2
//,2
may,2
first,2
@return,2
Expected,1
category,1
DownloadTask,1
governing,1
dummy,1
based,1
specific,1
makes,1
created,1
\devices,\,1
connectivity,1
Wrapper,1
attached,1
placeDetail.setText(gameInformationModel.gameDescription);,1
\example,\,1
Updates,1
operations,1
\gson.fromJson(jsonString,\,1
Override,1
android.preference.PreferenceActivity},1
references,1
containing,1
present,1
presents,1
leak,1
there,1
Copyright,1
marketingCostEditText.setText(String.valueOf(marketingCost));,1
selected,1
#sBindPreferenceSummaryToValueListener,1
jsonString,1
pass,1
events,1
non-blocking,1
application,1
button,1
non-null,1
current,1
applications,1
reference,1
Collapsing,1
orientation,1
You,1
marketingCostEditText,1
compliance,1
OF,1
collapsingToolbar.setTitle(getString(R.string.item_title));,1
(C),1
httpRequest,1
ResearchDevFragment,1
==,1
tablets,1
ProductionFragment#newInstance},1
machine,1
\items,\,1
wizards,1
Callback,1
(ViewPager),1
Settings,1
injection,1
unknown,1
(line,1
determine,1
Source,1
\category,\,1
\KIND,\,1
@Override,1
fetch,1
adds,1
void,1
stops,1
form,1
format,1
setSupportActionBar(toolbar);,1
reading,1
\controls,\,1
unit,1
getIncomeStatement();,1
adapter,1
refresh,1
Get,1
\writing,\,1
sure,1
Unless,1
calling,1
NetworkInfo,1
allows,1
no,1
\"\AS\,1
Start,1
\href="\http://developer.android.com/design/patterns/settings.html"\>\,1
String,1
ProductionFragment,1
LruCache,1
code,1
array,1
completed,1
\memory,\,1
also,1
manager,1
(EditText),1
\License,\,1
Project,1
software,1
work,1
Utilities,1
Fragment,1
Version,1
view.findViewById(R.id.marketing_cost);,1
law,1
add,1
null),1
Fragment},1
Open,1
template,1
handset,1
DummyItem},1
we,1
were,1
TextView,1
RingtoneManager,1
Guide</a>,1
Example,1
it,1
CONDITIONS,1
measured,1
max,1
was,1
error,1
presented,1
AppCompat,1
copy,1
rather,1
onPreExecute(),1
notification,1
'entries',1
changes),1
implementation,1
!networkInfo.isConnected(),1
language,1
Binds,1
piece,1
throw,1
malicious,1
title),1
hasn't,1
size,1
lookup,1
DownloadCallback,1
deny,1
gson,1
(HttpRequestModel),1
instantiate,1
Up,1
development,1
\activity,\,1
Cards,1
(host),1
holder.picture.setImageDrawable(a.getDrawable(position));,1
permissions,1
VM,1
toolbar,1
local,1
http://www.apache.org/licenses/LICENSE-2.0,1
Implementation,1
RecyclerView.Adapter},1
providing,1
input,1
value's,1
applicable,1
publishing,1
Provides,1
cancelled,1
implied,1
execution,1
Host,1
29/12/2017,1
Items,1
takes,1
page,1
perform,1
Stored,1
Gson,1
implements,1
ID,1
\specifically,\,1
finished,1
destroyed,1
limitations,1
one),1
Apache,1
than,1
handler,1
\10"\\,1
exceeding,1
shown,1
design,1
int,1
(ViewGroup)findViewById(android.R.id.content));,1
7/11/2017,1
WARRANTIES,1
representation,1
(Toolbar)findViewById(R.id.default_toolbar);,1
resources.getStringArray(R.array.games_desc);,1
Settings</a>,1
1/8th,1
even,1
\changed,\,1
amount,1
(no,1
2017,1
EditText,1
single,1
test,1
viewPager,1
\BASIS,\,1
ConnectivityManager.TYPE_WIFI,1
host,1
text,1
express,1
offers,1
cancel(true);,1
union,1
\tablets,\,1
mCallback.getActiveNetworkInfo();,1
findViewById(R.id.viewpager);,1
below,1
networkInfo,1
Mandatory,1
changes,1
general,1
Empty,1
Instrumentation,1
HttpRequestModel.class);,1
ConnectivityManager.TYPE_MOBILE)),1
exact,1
dependent,1
ringtone),1
bottom,1
(e.g,1
(TextView),1
objects,1
necessary,1
serves,1
Detail,1
(mCallback,1
callback,1
PreferenceActivity},1
\getLayoutInflater().inflate(R.layout.toolbar,\,1
JSON,1
map,1
\href="\http://developer.android.com/guide/topics/ui/settings.html"\>Settings\,1
findViewById(R.id.game_description);,1
have,1
financeInfoLayout.setVisibility(View.GONE);,1
designed,1
Licensed,1
\connectivity,\,1
specified,1
subclass,1
left,1
OutOfMemory,1
thrown,1
ProductionFragment.OnFragmentInteractionListener},1
'silent',1
file,1
More,1
(networkInfo,1
08-Apr-17,1
split,1
Gson();,1
Floating,1
menu;,1
agreed,1
appearance,1
WITHOUT,1
avoid,1
Design:,1
Defines,1
title,1
placeDetail,1
successfully,1
protected,1
getArguments().getString(requestKey);,1
MUST,1
watch,1
Java,1
Notify,1
exceptions,1
\IS"\\,1
placeDetails,1
sync,1
special,1
uses,1
required,1
Context,1
interfaces,1
&&,1
proxies,1
OR,1
networkInfo.getType(),1
during,1
\android.app.ActionBar},\,1
active,1
doInBackground(),1
via,1
except,1
Make,1
\completed,\,1
cancel,1
right,1
email/password,1
ANY,1
\"\License"\);\,1
correspond,1
mCallback.updateFromDownload(null);,1
2.0,1
obtain,1
headers,1
developing,1
(networkInfo.getType(),1
Upon,1
